time (s),motor position (nm),sensor position (nm)
24.467554933,212580329,45176540
24.472692394,212631885,45175671
24.47778213,212681284,45175738
24.482609818,212731505,45173816
24.487628458,212781888,45172761
24.492596346,212831580,45172409
24.497661718,212881202,45173176
24.502636404,212932436,45173548
24.507607841,212982154,45172524
24.512780881,213032637,45172350
24.517552619,213080737,45172222
24.522706301,213131967,45171418
24.527500341,213180930,45171036
24.532485743,213229746,45171537
24.537433536,213280012,45171517
24.542604441,213331421,45170888
24.547792555,213380880,45168703
24.552992278,213430245,45169077
24.557656428,213478741,45169448
24.562790231,213510267,45168281
24.567821568,213408175,45167432
24.57255972,213497220,45166005
24.577572703,213628077,45167210
24.582612997,213709524,45166405
24.587590863,213770539,45167451
24.592631705,213824178,45166236
24.597652096,213875850,45165698
24.602854509,213927646,45165577
24.607453618,213977362,45165072
24.612647831,214028038,45164118
24.61751563,214079037,45165499
24.622727463,214128348,45164758
24.627684452,214179441,45164508
24.632694811,214229755,45163774
24.637673989,214279267,45163988
24.64263506,214329781,45164172
24.647701208,214380474,45163194
24.652592573,214430919,45162137
24.657820949,214481576,45162371
24.662525632,214531313,45160843
24.667547021,214581701,45161288
24.672689795,214632128,45161400
24.677715921,214682729,45161129
24.682786314,214731876,45161488
24.687761459,214782235,45159576
24.692792474,214832456,45159885
24.697853089,214882539,45159284
24.702811833,214932377,45159718
24.707767446,214981584,45159201
24.712516219,215031778,45158427
24.717819309,215081552,45157711
24.722549281,215132371,45156646
24.72781344,215181625,45157169
24.732550201,215231554,45157289
24.737472339,215280109,45157495
24.742556917,215331086,45158418
24.747807193,215381192,45156428
24.752637206,215428892,45156123
24.757744105,215469269,45155601
24.762582816,215478562,45156304
24.767613741,215418169,45156774
24.772444843,215561822,45154258
24.77747453,215653652,45154633
24.782701362,215718626,45154467
24.78774405,215772764,45154563
24.79265522,215824857,45153067
24.797846226,215877111,45153076
24.802568887,215927293,45153255
24.80763352,215978363,45153045
24.812703499,216029372,45151017
24.81752637,216078354,45151333
24.822574689,216129759,45150612
24.827778617,216180722,45151101
24.832668485,216229698,45151487
24.837557814,216280881,45150131
24.84280049,216330922,45149574
24.847632066,216381396,45148642
24.852805876,216431733,45149191
24.857540878000002,216481461,45149200
24.862816017,216532218,45149754
24.867505783,216580988,45148641
24.872661042,216631326,45148258
24.877863963,216681828,45147972
24.882865632,216732867,45147558
24.887569941,216781493,45147795
24.892810437,216831161,45147314
24.897649091,216881790,45146974
24.902495567,216931834,45146305
24.907726744,216981054,45146988
24.912607732,217031419,45145556
24.917758924,217081533,45146317
24.922733871,217131499,45146164
24.927645971,217180449,45145002
24.932828374,217230799,45143982
24.937715347,217280219,45143873
24.942590746,217329995,45143100
24.947832053,217378459,45143776
24.95277944,217412606,45142939
24.957602661,217327841,45143472
24.962529942,217389652,45142260
24.967831006,217524661,45141478
24.972698617,217608023,45142340
24.977460358,217668298,45142066
24.982526136,217723602,45142327
24.987477017,217775011,45139706
24.992542981,217826209,45140398
24.997567404,217877246,45140116
25.002651146,217926803,45139336
25.00775685,217978078,45139827
25.012668289,218029326,45139928
25.017527025,218079601,45139968
25.022813932,218130258,45139328
25.027681985,218179151,45138857
25.032697874,218229567,45139365
25.037605011,218280941,45138172
25.042706455,218330456,45137679
25.047728421,218381036,45137722
25.052697106,218431032,45137504
25.057537037,218480571,45137483
25.062742386,218531451,45136584
25.06762495,218581832,45137008
25.072561964,218631834,45136473
25.077736358,218682091,45135802
25.082701005,218730836,45134942
25.087510036,218780686,45135361
25.092514484,218831288,45134032
25.097599616,218881727,45134503
25.102568821,218931670,45134129
25.107623468,218981884,45134358
25.112674213,219031490,45133879
25.117711689,219081274,45132934
25.122517106,219130473,45133897
25.127649855,219180806,45132961
25.132776748,219229547,45132273
25.137503852,219279463,45132030
25.142659461,219327321,45131822
25.147712724,219346932,45131098
25.152844021,219221360,45129624
25.157667605,219377382,45130278
25.16259408,219492085,45130213
25.167596277,219564186,45129078
25.172576774,219622352,45129309
25.177782934,219675018,45130132
25.182514226,219726272,45130026
25.187595826,219775946,45128978
25.192658751,219827596,45127184
25.197555923,219878515,45128493
25.202516165,219928317,45127188
25.207608298,219980330,45128457
25.212541865,220030328,45126998
25.217757142,220080658,45127883
25.222645867,220130742,45126570
25.227690744,220181032,45126489
25.232701922,220231413,45125699
25.23779597,220281088,45126946
25.242687717,220331177,45126598
25.247590205,220381583,45125833
25.252799197,220432077,45125163
25.257623853,220481917,45125877
25.262647227,220532152,45125553
25.267852549,220582547,45124107
25.27252721,220631667,45124763
25.277569221,220682139,45123600
25.282773,220731807,45123900
25.287609017,220781051,45123309
25.292768219,220831709,45123134
25.297623604,220881659,45122812
25.302792019,220931733,45122400
25.307590493,220981262,45122282
25.312737052,221031174,45122288
25.317832041,221081469,45121541
25.322510367,221130696,45120871
25.327796652,221180123,45120556
25.332773798,221229402,45121388
25.337654691,221276182,45121069
25.342645149,221291167,45120784
25.347468733,221179534,45120075
25.352791482,221342611,45119409
25.357721471,221446765,45118588
25.362715879,221516331,45119549
25.367824877,221571876,45118518
25.372853136,221624684,45118102
25.37780657,221676108,45119423
25.382760053,221727377,45116969
25.387502038,221776857,45117020
25.392553808,221827777,45116463
25.397865894,221878859,45117031
25.402657996,221930308,45116896
25.407651483,221980312,45116492
25.412751704,222029366,45116407
25.417621948,222080391,45116160
25.422395971,222130231,45115411
25.42761379,222180960,45114750
25.432623902,222231589,45114963
25.43753443,222281497,45114714
25.442649629,222331353,45114626
25.447577893,222381745,45113803
25.452567779,222431237,45114024
25.457569197,222482073,45113740
25.462501173,222531261,45113785
25.467596676,222581700,45113501
25.472809482,222632767,45112519
25.477624327,222681657,45113558
25.482608226,222731425,45112313
25.487637764,222781539,45113002
25.492713025,222831848,45111844
25.497779303,222881344,45112984
25.502757705,222931020,45112487
25.507583204,222980859,45112040
25.512793119,223031451,45110939
25.517574158,223081562,45112130
25.522605306,223129685,45110573
25.527681798,223178333,45110653
25.532810892,223217297,45110308
25.537834883,223183722,45110528
25.542471929,223171131,45110054
25.547561327,223318254,45109044
25.552738909,223407108,45109676
25.557645738,223469394,45109002
25.562666807,223523337,45109389
25.567718045,223575069,45108456
25.572731705,223626175,45108900
25.57774941,223676737,45108187
25.582635973,223728561,45107964
25.587914676,223778830,45107464
25.592845341,223830205,45107914
25.597547865,223879878,45107991
25.602758428,223930437,45108745
25.60757001,223980823,45106590
25.61271003,224031322,45105774
25.617659407,224081761,45105487
25.622609337,224132349,45106062
25.627576212,224182243,45107339
25.632657115,224230642,45106557
25.637771474,224281429,45105018
25.642519897,224332667,45105069
25.647537585,224380844,45104979
25.652767761,224431849,45104948
25.657541929,224482095,45104845
25.662630695,224532447,45104414
25.667851115,224582634,45104995
25.672637479,224632139,45102961
25.6776372,224683032,45102926
25.682797168,224731964,45103182
25.687561814,224782647,45103459
25.69276156,224832142,45103018
25.697633377,224882442,45102122
25.70259575,224932188,45102033
25.707571587,224980070,45102114
25.712552895,225031214,45101663
25.717804152,225081269,45101317
25.722604973,225130461,45101372
25.727647103,225173133,45100245
25.732684217,225183861,45100670
25.737553744,225101510,45101052
25.742598512,225257327,45100269
25.747547339,225353199,45099548
25.752668298,225416498,45099544
25.757528218,225472651,45098637
25.762561379,225525905,45098640
25.767648107,225577252,45098079
25.772450199,225627102,45097771
25.777781145,225677828,45097695
25.782614314,225729439,45097845
25.787641426,225779810,45098117
25.792582379,225830125,45096683
25.797578229,225880647,45097691
25.802682379,225931060,45097958
25.807556155,225981206,45097692
25.812548063,226031201,45095733
25.817795979,226081538,45095227
25.822806169,226132092,45095686
25.827839571,226182113,45096374
25.832600354,226231879,45095349
25.837755257,226282843,45095132
25.842442623,226330835,45094068
25.847633889,226382510,45094099
25.852780347,226432646,45093336
25.857817319,226482171,45093432
25.862733586,226532302,45093689
25.867690085,226582356,45092983
25.8727561,226631977,45093074
25.877518912,226681336,45092208
25.882504286,226731364,45092091
25.887656092,226781980,45091176
25.892701198,226831434,45091926
25.897685135,226881788,45091060
25.902660287,226930634,45092004
25.907619048,226980571,45090137
25.912544054,227029826,45089010
25.917720373,227079580,45090411
25.922597923,227127223,45089935
25.927824625,227139424,45089223
25.932570118,227031982,45088685
25.937600203,227193888,45088265
25.942567923,227296661,45087882
25.94775662,227366131,45089278
25.952550636,227422809,45088535
25.957525618,227475102,45089095
25.962472733,227525671,45088293
25.967528493,227577342,45086561
25.972585965,227627229,45086712
25.977629409,227678418,45086960
25.982664544,227728843,45087288
25.987853866000002,227780616,45087433
25.992644232,227830682,45086944
25.997734804,227880055,45085840
26.00272837,227931419,45085985
26.007658892,227981763,45085119
26.012698392,228030230,45085880
26.017642371,228080376,45085052
26.022476508,228130479,45085734
26.027466858,228181456,45085156
26.032636469,228231302,45084164
26.037778201,228281431,45084716
26.042473601,228331458,45085103
26.047459525,228380685,45084081
26.052539636,228432155,45084314
26.057492605,228481192,45083313
26.06256573,228531479,45082991
26.067668793,228581428,45084051
26.07273833,228631606,45082445
26.077644117,228681770,45083550
26.082566681,228730979,45082312
26.087665669,228780894,45081927
26.092633379,228830560,45080401
26.097675141,228881461,45080727
26.102650193,228931697,45081901
26.10767541,228979393,45080994
26.112534334,229028431,45080706
26.117443838,229065413,45079910
26.122659785,229005939,45080387
26.127739339,229024790,45078961
26.13272444,229168580,45078780
26.137693065,229255639,44620285
26.142686511,229319804,43378494
26.147657954,229373883,43245309
26.152740261,229425215,43208745
26.157582299,229476472,43207044
26.16262047,229527529,43205081
26.167672414,229577973,43198963
26.17278066,229629750,43177582
26.177644391,229680063,43163484
26.182546837,229729290,43185174
26.187536909,229780051,43211837
26.192774378,229831978,42636068
26.197691003,229881138,41720226
26.202804994,229931456,41496830
26.207553193,229980691,41430841
26.212581845,230029655,41444746
26.217751223,230081470,41462145
26.222536361,230132623,41427212
26.227652032,230181892,41408112
26.232860463,230232098,41401069
26.2377686,230282537,41423288
26.242579147,230330498,41449316
26.247701077,230382129,40134158
26.25274069,230432895,39661241
26.257667092,230482138,39696392
26.262727891,230530117,39680802
26.26748787,230579469,39618498
26.272741213,230631116,39576272
26.277836952,230681817,38996096
26.282588797,230731405,37908952
26.287477268,230781484,37682385
26.292614046,230829091,37694006
26.297701269,230879468,37709884
26.302814853,230931623,35815288
26.307512445,230977389,35737828
26.312515889,231000339,35700237
26.31755002,230864530,35782319
26.322624786,231020877,35845917
26.327854188,231137813,34997699
26.332781831,231214091,34156258
26.3376224,231271993,34083290
26.342663062,231323957,34039548
26.347822439,231376632,33944551
26.352842965,231427389,33913646
26.3577737,231477080,33891499
26.362650481,231529450,32221088
26.367639079,231579442,31936502
26.372795023,231627792,31881766
26.37762961,231681484,31956803
26.382814873,231731450,31966393
26.387783408,231779781,30778499
26.392537828,231830812,30193963
26.397583148,231882859,30180532
26.402633643,231931314,30124714
26.407611369,231979611,30046429
26.412578793,232033498,28578844
26.417479175,232080742,28220654
26.422479881,232130452,28013274
26.427695607,232183774,28089808
26.432769891,232232048,27663224
26.437548613,232279812,26576160
26.442878591,232333708,26422570
26.447715121,232380341,26381170
26.452767392,232430013,26356430
26.457493342,232483220,24877182
26.462750868,232530792,24683861
26.467608037,232580354,24577765
26.472700091,232632309,24489923
26.477604331,232680615,24545820
26.482536378,232729934,23922367
26.487628841,232782558,22949611
26.49260335,232829711,22807695
26.497509797,232876794,22783332
26.502593531,232920736,22168235
26.507573999,232926645,21233574
26.512574612999998,232863667,21078640
26.517741656,233014236,21027205
26.522651321,233103720,19026332
26.527726542,233166512,19104005
26.532710654,233222824,19039628
26.537827484,233277783,19069207
26.542412355,233325677,17440265
26.547770101,233376546,17228087
26.55279765,233428829,17268243
26.557815966,233478866,16699998
26.562732624,233529573,15807831
26.56759304,233582035,15399813
26.572702227,233630333,15387407
26.577747953,233679635,15451954
26.582485505,233731419,13754870
26.587764928,233781564,13585492
26.592612706,233831854,13472342
26.597510540000002,233882085,13375092
26.602490197,233930881,13388764
26.60763577,233980471,13397722
26.612571265,234033420,11946000
26.617819147,234081884,11538104
26.622780774,234130428,11549616
26.627661029,234183576,11612388
26.632732865,234231900,11603878
26.63771267,234280124,10451377
26.642411138,234332685,9773769
26.647694992,234383184,9732615
26.652724259,234431208,9733160
26.657663042,234482238,9716530
26.662622225,234532078,8375988
26.667797903,234581984,7976502
26.672828734,234631348,7828169
26.677718536,234681234,7855932
26.682562669,234729150,6042536
26.68760578,234780065,6276299
26.692666676,234830771,6240373
26.697658171,234869047,6174837
26.702564492,234875782,5245886
26.707575038,234816181,4618068
26.712556387,234963394,4589002
26.717522849,235053973,3980575
26.722665824,235119097,3070425
26.727681924,235175081,2857275
26.732721676,235224649,2943809
26.737614838,235277803,2931886
26.742489709,235328449,2952746
26.747633515,235376049,2957995
26.752732943,235428960,2927902
26.757626131,235481344,2912068
26.762646073,235529049,2960131
26.76784591,235580888,2958372
26.772599038,235633370,2344844
26.777658381,235679423,2310541
26.782522582,235731357,2219772
26.78782866,235782111,2001328
26.792732586,235830733,1991055
26.797721658,235882235,2018957
26.802686264,235932874,1963622
26.807676888,235981161,996981
26.812464613,236031691,1371281
26.817657709,236083925,1040942
26.822549895999998,236130903,305295
26.827687777,236182803,1538080
26.83278536,236232945,-269759
26.83753195,236280106,1062625
26.842696582,236332774,1181968
26.847568538,236381947,178816
26.852793131,236429426,976966
26.857560671999998,236483754,518614
26.862720654,236532651,543738
26.867889232,236579260,-809645
26.872838499,236632198,1447955
26.877688951,236682511,320327
26.882426786,236727319,346586
26.88755707,236778003,227411
26.892786949,236815806,393530
26.897671002,236741982,409085
26.902605059,236781946,464421
26.907823761,236924788,393260
26.912754608,237007038,366547
26.917726545,237067616,398719
26.922703505,237125008,342189
26.927610442,237175052,326284
26.93267193,237226348,515609
26.937749750000002,237278662,330908
26.94273591,237327303,233561
26.947524176,237377842,399084
26.952796206,237430740,417628
26.957734788,237479495,351799
26.96259419,237529472,390803
26.967531314,237581010,391304
26.972655763,237630645,345581
26.9776506,237680284,380493
26.982465509,237730504,426968
26.987636917,237780606,394924
26.99266245,237831251,366564
26.99772312,237880400,375879
27.002584551,237931085,372977
27.007701242,237981642,362711
27.012621573,238031834,368035
27.01778436,238080852,378039
27.022685676,238132560,376531
27.027601259,238182164,367156
27.032822766,238231593,373904
27.03768126,238280754,381716
27.042711196,238330494,374386
27.047512302,238380066,372760
27.052661276,238431802,380883
27.057808486,238481126,374708
27.062679828,238530768,368781
27.067560375,238581079,374954
27.072865184,238630482,377661
27.077620066,238678825,370627
27.082766904,238725783,371523
27.087548518,238739647,374976
27.09268794,238634129,373305
27.097726726,238794548,368921
27.102514671,238897232,375398
27.107539711,238965686,376099
27.112516522,239022255,373035
27.117538106,239075076,370315
27.122499855,239126159,374864
27.127572645,239177187,375569
27.132487103,239227138,370654
27.13765689,239278447,373657
27.142468266,239328804,376133
27.147761381,239379550,372898
27.152575169,239430007,371590
27.157779967,239480964,375999
27.162765181,239530755,373909
27.167547777,239581502,371658
27.172746556,239631461,373631
27.177824552,239681744,374739
27.182611653,239731715,371810
27.187666869,239781803,373415
27.19261843,239831785,374589
27.197583577,239881855,372991
27.202660041,239933099,372933
27.2077186,239981193,374070
27.212606006,240032432,373906
27.217625161,240080915,371978
27.222435662,240130775,373666
27.227574719,240181911,373771
27.232631083,240231814,374111
27.237639677,240281905,371743
27.242704074,240331531,373253
27.24767669,240381065,374620
27.252747807,240430130,372655
27.257688935,240479910,371968
27.262592903,240531071,375052
27.267802584000002,240580679,373110
27.272825123,240628536,371865
27.277538757,240666508,374080
27.282627646,240624133,374534
27.287589941,240624257,372675
27.292786532,240769654,373665
27.297558738,240855713,375071
27.302665895,240919169,372211
27.30766108,240973784,372351
27.312598772,241025606,373573
27.31768242,241077584,373512
27.322835596,241127746,374374
27.327859493,241178404,374743
27.332816919,241229410,374238
27.337741485,241278646,373279
27.342464265,241329369,372434
27.347672356,241380029,372824
27.352753542,241431060,373716
27.357675445,241481214,373549
27.362595629,241530988,372863
27.367611452,241580798,373774
27.3725471,241630879,373008
27.37777209,241681954,372109
27.382768268,241731087,373433
27.387537814,241781636,372499
27.392718646,241832084,373143
27.397798587,241882397,372903
27.402560927,241932071,374109
27.407635204,241981811,372378
27.412559309,242032829,372940
27.417565435,242082198,372650
27.422854361,242132332,373446
27.427769561,242181212,372989
27.432447159,242230662,372705
27.437537233,242281264,373792
27.442803506,242331237,373195
27.447592061,242380851,373922
27.452583759,242430858,373518
27.457643292,242480813,373511
27.462834819,242530503,-211186
27.467403368,242575841,783662
27.472568802,242596270,406655
27.477530856,242467800,350953
27.482529632,242632688,432972
27.487804535,242744465,461461
27.492648093,242814105,364789
27.497739338,242871043,740989
27.502601118,242924868,405076
27.507682408,242976293,403486
27.512769679,243026258,-529162
27.517696787,243078596,941540
27.522568489,243129113,113973
27.527598874,243178502,308764
27.532625304,243230958,-22739
27.53783011,243281496,553409
27.542555813,243328927,286123
27.547789699,243381646,273933
27.552764022,243432321,-703484
27.557504376,243479614,799302
27.56272989,243532564,-238594
27.567511506,243581364,171116
27.572671014,243631607,444294
27.577669264,243683163,825095
27.5827484,243730439,-476146
27.587529697,243780758,1065204
27.592804299,243834165,404048
27.597662251,243882351,-73531
27.602666481,243931501,576628
27.607699320000002,243982914,376086
27.612748065,244031849,260353
27.617653318,244079793,84123
27.622453979,244132622,1089649
27.627683447,244181031,481375
27.632669701,244227658,-440353
27.637737651,244282172,662202
27.642832343,244331984,377339
27.647626363,244379318,-288707
27.652582075,244432376,777517
27.657759693,244481845,205707
27.66254787,244522627,-992304
27.667903045,244537854,1140208
27.672827271,244444542,181023
27.677686151,244599831,464683
27.682626868,244701504,176078
27.687635129,244770399,499376
27.692765745,244821896,282767
27.697512906,244874417,439289
27.702687438,244929699,497405
27.707741343,244977332,592537
27.712724569,245027560,936372
27.71763498,245079772,241323
27.722671174,245129628,296116
27.727584637,245179028,38950
27.732730117,245232417,671366
27.737674458,245281990,429660
27.742636357,245330136,375823
27.7477768,245383251,370756
27.752807163,245432811,-220502
27.757541792,245480229,1088890
27.762518427,245534248,273744
27.767699676,245583118,58817
27.772567171,245630191,278701
27.77765767,245683894,353095
27.78274312,245733979,-322680
27.78781248,245781053,677019
27.792566755,245833687,199342
27.797792789,245883815,101644
27.802561249,245931438,366177
27.807657672,245982404,370772
27.812768028,246031985,227081
27.817672394,246080218,327267
27.822507806,246132820,230133
27.827800284,246182487,208987
27.832791814,246230979,282988
27.83782827,246281644,284174
27.8424436,246329871,271442
27.847624447,246381351,-355956
27.852617523,246431494,608053
27.857628126,246477709,124586
27.862565476,246496169,149381
27.867726652,246363623,213409
27.872806666,246531293,246405
27.877750188,246643871,155759
27.882606401,246715759,275896
27.887709147,246772951,302338
27.892687098,246824727,234944
27.897651386,246877429,225083
27.902832711,246927327,210524
27.907553297,246978150,227239
27.91261854,247029265,253877
27.917637282,247079102,147955
27.922534279,247129593,144487
27.927555693,247179043,198972
27.932633044,247230529,194257
27.937630861,247281410,207764
27.942587225,247329859,210802
27.947661983,247381019,210854
27.952581712,247431244,210320
27.957645304,247481543,209693
27.962620364,247532151,212927
27.967673143,247580737,228159
27.972477603,247631166,200688
27.977561044,247681727,202478
27.982617665,247732119,202852
27.98763692,247782505,196163
27.992711418,247831705,204508
27.997740106,247881691,210395
28.002619294,247932152,205287
28.007629028,247981255,205836
28.012799891,248031446,208996
28.017704926,248081189,208096
28.022684215,248130596,205112
28.027503176,248180962,207832
28.032542724,248231252,208521
28.037656878,248279954,206708
28.042522255,248329029,205714
28.047573564,248379755,207204
28.052556211,248417337,205683
28.057623104,248385803,204874
28.062874025,248370619,206707
28.06783774,248517185,207245
28.072784692,248606779,206174
28.077879456,248669670,205568
28.082635637,248722230,206755
28.087728337,248774980,207137
28.092687192,248827116,206352
28.097577177,248877485,205760
28.102576047,248927769,208072
28.107549449,248979753,207563
28.112580375,249029480,206623
28.117572634,249079499,206174
28.122522523,249129476,206167
28.127740207,249180806,206558
28.132722429,249230024,206473
28.13750268,249281489,207383
28.142532873,249331105,205909
28.147530521,249381572,206655
28.152704338,249431078,206836
28.157759542,249481592,206882
28.162516069,249531256,206068
28.167565552,249582138,207198
28.172599804,249632396,206522
28.177919831,249681782,206860
28.182641669,249732437,206604
28.187584653,249782895,206692
28.192694559,249830369,206151
28.197477575,249880426,205827
28.202567371,249932536,206808
28.207800512,249982092,206554
28.212776465,250031358,206071
28.217582562,250081301,206801
28.2226876,250130597,207434
28.227779424,250180569,206588
28.232588978,250230369,204949
28.237627501,250280035,205829
28.242659991,250327251,207530
28.247671694,250348149,206820
28.252641738,250211308,207315
28.257611541,250375782,207967
28.26262373,250492025,205789
28.26759539,250564475,206410
28.272570552,250620820,206175
28.277600133,250674608,207678
28.282657976,250726696,207452
28.287818048,250777453,207972
28.29254964,250827676,206958
28.297582403,250878912,206369
28.302619237,250929894,206251
28.3077276,250980563,206954
28.31270931,251029181,207343
28.317786265,251079839,207325
28.322547541,251129279,206966
28.327628436,251181364,207379
28.332644256000002,251232000,207254
28.337681564,251281726,206794
28.3428618,251331471,207552
28.347476078,251381049,206962
28.352839158,251432075,206958
28.357634635,251481939,207084
28.362685059,251533005,207819
28.367879403,251582316,207669
28.372761995,251631930,207678
28.377546167,251682667,207144
28.382578636,251730933,207168
28.387768003,251782129,207014
28.392679582,251832252,207250
28.397549493,251880824,206204
28.402452592,251930485,205948
28.407826086,251982071,207076
28.412780016,252031287,206420
28.417742904,252081879,206346
28.422601907,252130525,206333
28.427696563,252179545,206514
28.43259541,252228271,206325
28.437504795,252266829,205966
28.44270592,252236300,207215
28.44784507,252222613,207103
28.452825909,252368342,206738
28.457571551,252456870,207364
28.462665692,252519551,206271
28.467507405,252573226,205497
28.472762635,252625837,207040
28.477651363,252676623,206803
28.482566724,252727606,206187
28.487773085,252778720,206253
28.492667654999998,252829534,207293
28.497633997,252880293,206444
28.502576831,252931021,205993
28.507667227,252979199,206325
28.51277977,253030326,206759
28.517692156,253080893,206910
28.522793779,253131428,206659
28.527703454,253181208,206595
28.532687184,253231590,207497
28.537804222,253282817,206743
28.542601165,253332367,206521
28.547572486,253382178,206918
28.552939178,253431660,205776
28.557727355,253482333,206479
28.562590342,253532178,206636
28.567627929,253582024,206460
28.572804079,253632418,205894
28.577777091,253682659,206119
28.582728347,253730845,207394
28.587826631,253782234,206401
28.592775828,253832382,205710
28.597499129,253880984,205960
28.602712156,253932163,206644
28.607785405,253981584,206605
28.612739616,254031134,205613
28.61748573,254080181,205603
28.622663649,254130932,206350
28.627734036,254178747,205412
28.632460296,254203569,206852
28.637732337,254059804,206101
28.642808181,254213982,206280
28.647672864,254337212,206272
28.652882237,254412941,206558
28.657711864,254472519,206416
28.662521904,254525325,207344
28.667575974000002,254575830,207161
28.672647867,254627576,207431
28.677548434,254678938,205461
28.682477067,254728700,207306
28.687642676,254778281,207503
28.692784434,254830487,207264
28.697683574,254880577,207132
28.702607548,254931541,207105
28.707601703999998,254981067,206559
28.71280417,255031600,205456
28.717760552,255081822,206402
28.722548843,255130674,206378
28.727595963,255181729,207359
28.732616395,255232562,206999
28.737616883,255282469,207310
28.742645402,255331870,207042
28.747619726,255382744,206882
28.752858458,255432649,206931
28.757898795,255482221,206557
28.762609311,255532669,206835
28.767557915,255581007,207181
28.772794113,255632021,207013
28.777549848,255681844,207092
28.782574687,255731532,206153
28.787696447,255782218,206226
28.792677354,255830855,207364
28.797581415,255880137,206334
28.802551622,255929957,206566
28.807746629,255981393,206427
28.812856175,256030636,206700
28.817549,256079446,206276
28.822628422,256127935,206487
28.827709248,256147725,207391
28.832711355,256009555,206466
28.837451351,256175668,206649
28.842483474,256290389,205851
28.847566691,256364257,206966
28.852638682,256422189,207610
28.857532697,256474231,207487
28.862674204,256527041,206607
28.867634383,256577818,206704
28.872686792,256627133,206296
28.877721482,256678412,206280
28.882631367,256730013,205930
28.887449677,256778811,207180
28.892729363,256829656,207067
28.897606594,256879363,207265
28.902543827,256930901,205307
28.907590878,256980615,206604
28.912608074,257030924,206214
28.917710974,257080960,205549
28.92281544,257131314,206519
28.927635334,257181840,206272
28.932841532,257231068,206507
28.937698994,257282048,206377
28.942533213,257331218,207303
28.947620044,257381253,206727
28.9527603,257431765,206701
28.957670417,257481637,206143
28.962596078,257531268,206704
28.96752775,257581874,207024
28.97268264,257630242,206747
28.977656484,257681087,206782
28.982840582,257731282,206604
28.987590091,257781724,206538
28.992778619,257830831,206244
28.997543629,257879858,206199
29.002783524,257930359,205406
29.007614575,257979770,207103
29.012794172,258028341,206175
29.017717774,258057734,206863
29.022522638,257929342,206587
29.027740444,258050265,206568
29.032709595,258179957,205968
29.037484023,258258493,205450
29.042508805,258320208,205951
29.047563167,258374330,206864
29.052702522,258426293,206988
29.057697964,258475744,205983
29.062683102,258526467,206103
29.06776269,258577744,206083
29.072707793,258628107,206407
29.077529437,258678889,206041
29.082779097,258729115,206279
29.087721987,258779054,206728
29.092732788,258830350,206525
29.097648742,258881083,205725
29.102742891,258930909,206317
29.107717583,258981737,206186
29.112673522,259032473,206173
29.117589356,259081215,205834
29.122814536,259131790,205781
29.127639658,259181583,206051
29.132832063,259232015,205839
29.137614242,259282328,206342
29.14261442,259332106,206061
29.147734022,259382232,206195
29.152634736,259431223,206550
29.157611726,259482222,206202
29.162708316,259532302,206295
29.167600714,259581556,206069
29.172688858,259631904,207170
29.177780327,259681061,206705
29.182869848,259731799,205958
29.187778134,259781411,206437
29.192680474,259829923,206137
29.197693875,259881449,205689
29.202722436,259930314,206532
29.207714783,259970908,207125
29.212723509,259980327,206446
29.217793887,259905396,205735
29.22289569,260060192,207412
29.227775387,260154049,207316
29.232891833,260218953,207629
29.237725239,260273807,206435
29.242693586,260325995,207860
29.24785136,260377040,206489
29.252737578,260428145,206497
29.257611914,260478178,205672
29.262690241,260529694,206780
29.26754637,260578525,206632
29.272578654,260630408,206179
29.277675231,260679091,206728
29.282691383,260730706,205575
29.287610611,260781011,207750
29.292976064,260831506,206428
29.297760139,260881120,206270
29.302752365,260931067,206104
29.307726859,260981288,205810
29.312699697,261032313,205535
29.317765567,261082017,204749
29.322541364,261132265,204433
29.327611185,261181814,206715
29.332530073,261231349,207475
29.337555189,261281396,206733
29.342689259,261332222,206863
29.347701146,261382286,206893
29.352774025,261431333,205833
29.357542082,261481135,206021
29.362690276,261532027,206429
29.367765308,261581463,206553
29.372712138,261632154,206947
29.377704648,261681734,206500
29.382568607,261730136,206487
29.3876274,261779754,205530
29.392762596,261829909,206378
29.39777955,261878172,205181
29.402543183,261901306,206780
29.407561654,261757401,206288
29.412784309,261917065,206506
29.417774358,262038531,204176
29.42287364,262113109,205633
29.427557808,262171633,208824
29.432877547,262224410,205940
29.437810175,262277066,206010
29.442581798,262327114,205616
29.447651841,262377348,205709
29.452410314,262427881,206599
29.457460827,262478106,204964
29.462692672,262529646,203912
29.467458358000002,262579837,205819
29.472603209,262631077,205357
29.477582965,262680686,204914
29.48258841,262730015,205588
29.487557243,262781150,206324
29.492644981,262831828,206776
29.49761175,262881231,206038
29.502504513,262931684,206071
29.507781245,262981958,206613
29.51261326,263031847,206313
29.517970522,263082097,207042
29.52284179,263132005,205617
29.527758941,263180908,204839
29.53268438,263231974,206570
29.537658706,263282073,205613
29.54244493,263330614,204950
29.54752394,263381743,205385
29.552549264,263431414,207089
29.55751684,263481352,204791
29.562838361,263531125,204663
29.567799791,263582240,205420
29.57273496,263630807,206796
29.577726653,263681063,206600
29.582625746,263730067,205995
29.587673575,263778352,207220
29.592733695,263820075,204357
29.597586513,263825982,205725
29.602693328,263758652,205269
29.607751935,263912204,205409
29.612499802,264004277,207185
29.617902995,264069131,205762
29.622670006,264124662,204578
29.627634888,264176302,205012
29.632562954,264226731,204483
29.63771798,264276753,206199
